content,label,cleaned_text
"Saran saya, minta kontak teknisi nya. Pengalaman pribadi, di saat darurat, dari aplikasi lama status ""mencari teknisi"", dihubungi CS berjam-jam setelah membuat permintaan hanya diminta untuk membatalkan permintaan dan diminta membuat ulang pada hari lainnya. Untungnya punya kontak teknisi, jadi teratasi. Walaupun sangat telat dan tidak memberi solusi, setidaknya ada tanggapan sih dari CS nya.",negatif,saran kontak teknisi nya alam pribadi darurat aplikasi status cari teknisi hubung cs jam jam minta batal minta ulang untung kontak teknisi atas telat tidak solusi tanggap sih cs nya
Booking cepat mantap 👍🏻,positif,booking cepat mantap
"Aplikasi komprehensif untuk service berkala, bisa untuk booking service dan ada history service nya juga",positif,aplikasi komprehensif service kala booking service history service nya
Apps yang membantu untuk booking service sehingga tidak mengantri dan langsung dihandle,positif,apps bantu booking service tidak antri langsung dihandle
good app😊👍,positif,good aplikasi
force to update,negatif,force to update
"pelayanan ramah, bagus.",positif,layan ramah bagus
bengkel terbaik,positif,bengkel baik
"Aplikasi bodoh. Reservasi tak dikonfirmasi-konfirmasi, tahu-tahu di-cancel.",negatif,aplikasi bodoh reservasi konfirmasi konfirmasi cancel
"mantap, update dan online",positif,mantap update online
nice very helpful,positif,nice very helpful
ada beberapa Fitur yang tidak bisa digunakan..,positif,fitur tidak
appnya sangat bermanfaat dan convenience banget,positif,appnya manfaat convenience banget
Membantu..,positif,bantu
Crash everytime I try to register a car.,negatif,crash everytime try to register car
easy to use,positif,easy to use
membantu dlm booking service & update info Honda,positif,bantu dlm booking service update info honda
Honda The Power of Dreams 🔥🏁,positif,honda the power of dreams
Nice easy to use,positif,nice easy to use
nice app,positif,nice aplikasi
"Aplikasi tidak bermanfaat sama sekali, dipakai buat booking aja ga bisa.",negatif,aplikasi tidak manfaat pakai booking tidak
mudah,positif,mudah
sangat memudahkan..terima kasih,positif,mudah terima kasih
the best service and maintenance,positif,the best service and maintenance
"Good Job, Honda 👍🏻",positif,good job honda
sangat memudahkan,positif,mudah
good & fast connection,positif,good fast connection
ribet,negatif,ribet
Aplication help full to know information detail Car and booking service,positif,aplication help full to know information detail car and booking service
Mantaab 👍,positif,mantaab
aplikasi yg sangat membantu bagi pemilik mobil honda,positif,aplikasi yg bantu milik mobil honda
more better at the next,positif,more better at the next
booking aja lama bgt,negatif,booking banget
"app mudah dipahami, mungkin kasi promo apa voucher diskon biar lebih semangat kalo service.",positif,aplikasi mudah paham kasi promo voucher diskon biar semangat kalo service
good app honda,positif,good aplikasi honda
"UI UX sangat buruk, navbar tidak bisa diklik, map harus search exact name. Seperti build pakai template",negatif,ui ux buruk navbar tidak klik map search exact name build pakai template
excellent,positif,excellent
"Aplikasi ga ada gunanya, emergency juga ga ada fungsi. Cuman buat mobil2 baru aja ini aplikasi. Buat mobil tua jangan berharap banyak. Kalo mau cari nmr kontak honda buka aja google map, lgs dpt posisi paling deket sm kita lengkap sm nmr kontaknya.",negatif,aplikasi tidak guna emergency tidak fungsi cuman mobil aplikasi mobil tua jangan harap kalo cari nmr kontak honda buka google map lgs dpt posisi deket lengkap nmr kontak
mempermudah proses booking,positif,mudah proses booking
easy and registered,positif,easy and registered
Honda BRV is not avalable in the apps,negatif,honda brv is not avalable in the apps
Staff tidak memberikan solusi.. paketan servis honda juga tidak berlaku terlalu banyak syaratnya,negatif,staff tidak solusi paket servis honda tidak laku syarat
masih perlu banyak peningkatan fitur,negatif,tingkat fitur
layanan ba gus,positif,layan ba gus
good jobs,positif,good jobs
"simple, menu jelas, mudah penggunaannya. Tks",positif,simple menu mudah guna tks
"Pelayanan baik, ramah dan memuaskan",positif,layan ramah muas
aplikasi mudah dan lancar,positif,aplikasi mudah lancar
"Sangat membantu, khususnya untuk booking service.",positif,bantu booking service
so far okay lach,positif,so far okay lach
bermanfaat dan sangat membantu,positif,manfaat bantu
Easy to use app but needs an English option.,positif,easy to use aplikasi but needs an english option
terbaikk,positif,terbaikk
Nice Services and cozy place,positif,nice services and cozy place
aplikasi simple yg sangat membantu,positif,aplikasi simple yg bantu
ok banget . pelayanannya,positif,ok banget layan
Tidak bisa isi tanggal Dan jam booking,negatif,tidak isi tanggal jam booking
"Tolong bagian IT Aplikasi, itu Logo BRV masa blank... Yg lain model aman, cuma BRV Blank",positif,tolong it aplikasi logo brv blank yg model aman brv blank
"Kenapa sejak kemrn aplikasi tidak bisa running ya, sudah uninstall dan install ulang masih tidak mau masuk ke home... Alias tidak mau running...",negatif,kemrn aplikasi tidak running ya uninstall install ulang tidak masuk home alias tidak running
Sudah reset password and masukin password Baru. Tapi waktu mau login no hp / passwords Salah. Sudah clear cache delete data. Coba login lagi salah. Sudah di bantu cs di toko 2 bulan lalu and sekarang juga sama kondisinya,negatif,reset password and masukin password login no hp passwords salah clear cache delete data coba login salah bantu cs toko and kondisi
How to re-schedule???,positif,how to re schedule
Tanggal booking tidak tersedia padahal mau servis,negatif,tanggal booking tidak sedia servis
"Pas mau tambah kendaraan, disuruh masukkin tanggal berakhir STNK. Tapi tanggalnya ga bisa di tap. Kalo ga disii ga bisa lanjutin",negatif,pas kendara suruh masukkin tanggal stnk tanggal tidak tap kalo tidak disii tidak lanjutin
"I used this application for booking service, but now not working anymore with error message : javasecuritycert something like that.... Sound stinky.....",negatif,used this application for booking service but now not working anymore with error message javasecuritycert something like that sound stinky
Habis update malah error,negatif,habis update error
Hbais update nge crash terus aplikasinya. Parah parah,negatif,hbais update nge crash aplikasi parah parah
"Pembaruan yang banyak bug, entah lokasi dealer, pin, tidak bisa booking service online dll",negatif,baru bug lokasi dealer pin tidak booking service online dll
"After attempting to log in, the app goes to request personal data. However, I cant tap on the email address box and if all data is not filled the ""Confirmation"" button is still greyed out. Bottomline the app is not useful",negatif,after attempting to log in the aplikasi goes to request personal data however cant tap on the email address box and if all data is not filled the confirmation button is still greyed out bottomline the aplikasi is not useful
"Aplikasi buat rubah profile aja gak bisa, sudah diisi email tetep error dan yg sudah diisi balik ke default lagi",negatif,aplikasi rubah profile tidak isi email tetep error yg isi default
"Liat saja banyak bintang satu, sudah sangat merepresentasikan kualitas app nya. Mau daftar aja ribet, kopas kode verif salah, di ketik manual salah, situ yang ngirim, situ yang bilang kodenya salah. Maunya apa....",negatif,liat bintang representasi kualitas aplikasi nya daftar ribet kopas kode verif salah ketik manual salah situ ngirim situ bilang kode salah mau
Versi terbaru error terus,negatif,versi baru error
"Setelah di update dengan Honda e-care terharu, jadwal service berikutnya menjadi salah, justeru yang bener yang sebelumnya",positif,update honda care haru jadwal service salah justeru bener
"Aplikasi tidak bisa digunakan. Baru memasukkan data mobil saja tidak bisa. Sudah memasukkan no rangka dan mesin, tetapi dikatakan salah data",negatif,aplikasi tidak masuk data mobil tidak masuk no rangka mesin salah data
Gagal terus ketika upload foto stnk. Sdh restart hp dan reinstall aplikasi,negatif,gagal upload foto stnk sdh restart hp reinstall aplikasi
"Setelah sy memberikan review langsung ada telpon dari CS dan mendapatkan solusi, tapi pemesanan service dikonfirmasi oleh pihak aplikasi ini, jadi order service melalui apps masih belum berhasil saat itu. Semoga berikutnya udah gak bermasalah lagi",positif,review langsung telpon cs solusi mesan service konfirmasi aplikasi order service apps belum hasil moga tidak masalah
Data yg sudah diisi dan disimpan tapi jadi kosong/ salah lagi. Data yg sama diminta lagi bbrp kali.,negatif,data yg isi simpan kosong salah data yg bbrp kali
data kendaraan saat ini tidak tersedia. hadeuuhh..,negatif,data kendara tidak sedia hadeuuhh
"Booking service di apps udh dr bbrp minggu lalu untuk jam 8 pagi, sampai bengkel status tidak terdaftar. Jd hrs tunggu lg sampai 8.45",negatif,booking service apps bbrp minggu jam pagi bengkel status tidak daftar jd hrs tunggu lg
"Ini aplikasi bobrok. Dulu pernah gunakan awal beli Honda. Ketika sing in lg setelah sekian tahun tidak, malah nama profil, no HP sdh milik org lain. Padahal emailnya gunakan email saya",negatif,aplikasi bobrok beli honda sing in lg sekian tidak nama profil no hp sdh milik org email email
"Tidak bisa mendaftarkan mobil karena entah bagaimana sudah terdaftar di akun lain. Ketika disubmit tidak ada pesan / notifikasi berhasil, tab pesan hanya menunjukkan layar kosong",negatif,tidak daftar mobil daftar akun disubmit tidak pesan notifikasi hasil tab pesan layar kosong
"Aplikasi bagus bisa dapat 4-5 bintang tapi diberikan 1 bukan maksud membenci tapi bintang 1 ini diberikan untuk menjadi perhatian, mohon diperbaiki ketika menekan tombol hapus diberikan peringatan dahulu ""Anda yakin akan dihapus"". Setelah ini akan saya buat menjadi bintang 5 kembali.",negatif,aplikasi bagus bintang bukan maksud benci bintang perhati mohon baik tekan tombol hapus ingat hapus bintang
Sepertinya aplikasi ini hanya diperuntukkan bagi mobil honda keluaran terbaru ya? saya coba input mobil keluaran lama yang ada notifikasi nomer mesin dan nomer rangka tidak sesuai terus,negatif,aplikasi untuk mobil honda keluar baru ya coba input mobil keluar notifikasi nomer mesin nomer rangka tidak sesuai
Bermanfaat bagi pengguna mobil Honda,positif,manfaat guna mobil honda
Cukup puas selama ini dgn service dari Honda,positif,puas service honda
"Aplikasi nya lumayan bagus, bisa lihat service record mobil & booking service jd lebih mudah..good job!!",positif,aplikasi nya lumayan bagus lihat service record mobil booking service jd mudah good job
Gak bisa memasukkan data mobil,negatif,tidak masuk data mobil
Aplikasi sangat membantu dan mudah sekali dalam membuat Booking service 👍👍,positif,aplikasi bantu mudah booking service
Booking servis tapi ga masuk antrian booking..,negatif,booking servis tidak masuk antri booking
Useful,positif,useful
"Saya kasih bintang satu karena sekarang kalau mau tambah kendaraan selalu muncul notifikasi nomor rangka dan nomor mesin anda tidak cocok, mohon periksa kembali nomor mesin dan nomor rangka anda.. ga berguna aplikasi ini sekarang.. saya juga coba daftar mobil honda lain, namun hasilnya sama tidak bisa...",negatif,kasih bintang kendara muncul notifikasi nomor rangka nomor mesin tidak cocok mohon periksa nomor mesin nomor rangka tidak guna aplikasi coba daftar mobil honda hasil tidak
Detail 👍,positif,detail
"Cepat responnya sejauh ini,, teknisinya gercep.. untuk harga standar hanya nambah biaya pelayanan saja",positif,cepat responnya teknisi gercep harga standar nambah biaya layan
Tidak bisa order Booking Service,negatif,tidak order booking service
"Mudah digunakan, sangat mrmbantu..",positif,mudah mrmbantu
"Mau booking aja susah bener, disuruh nambah permintaan pelanggan tapi bs diklik. Payah banget appsnya. Applikasinya kayak kita mau ke honda buat service gratis aja. Ga beres.",negatif,booking susah bener suruh nambah minta langgan bs klik payah banget appsnya applikasinya kayak honda service gratis tidak beres
"I hope that every car color in this application can be adjusted to the original color, because my brio turns red, the original is white 😁",positif,hope that every car color in this application can be adjusted to the original color because my brio turns red the original is white
"Sudah bisa dibuka, makasih kak",positif,buka makasih kak
"Gak bisa book service , ada bug tulisnya",negatif,tidak book service bug tulis
Can't work after updated. I can't booking service at the moment. Ridiculous,negatif,can work after updated can booking service at the moment ridiculous
This app help prevent unnecessary que at workshop,positif,this aplikasi help prevent unnecessary que at workshop
ok dah. spesifik datanya,positif,ok dah spesifik data
"Mendadak info kendaraan saya hilang, coba daftar ulang kendaraan tetep tidak bisa.",negatif,dadak info kendara hilang coba daftar ulang kendara tetep tidak
"Appointment booking online, onsite, whatsapp dan telfon tidak real time integrasi. Booking online saya di cancel dengan alasan kurang jelas.",negatif,appointment booking online onsite whatsapp telfon tidak real time integrasi booking online cancel alas kurang
Saya forget password ga bs ktny akun tdk terdaftar :(,negatif,forget password tidak bs ktny akun tidak daftar
Mnrt ane Aplikasi bagus.ada vocernya,positif,mnrt ane aplikasi bagus vocernya
Mamtap lah,positif,mamtap
"coba booking service 1 bulan, dah 2 hari status nya masih tunggu konfirmasi... padahal mau service nya di Indonesia om, bukan di jepang... ya mungkin made in Japan... always slow",negatif,coba booking service dah status nya tunggu konfirmasi service nya indonesia om bukan jepang ya made in japan always slow
Kenapa tidak bisa mendaftarkan mobil? Disuruh periksa nomor rangka & mesin terus?,negatif,tidak daftar mobil suruh periksa nomor rangka mesin
Pelayanan prima,positif,layan prima
Sangat berguna,positif,guna
This is useful app for Honda Lover... just grab it 😁👍👍,positif,this is useful aplikasi for honda lover just grab it
Suka sign out sendiri,negatif,suka sign out
Berfungsi dengan baik,positif,fungsi
Pelayanan baik dan ramah,positif,layan ramah
Jelek sekali..saya sudah booking dan datang ke honda..tidak ada kode booking saya..kejadian ini sudag 2x,negatif,jelek booking honda tidak kode booking jadi sudag
Sangat terbantu dengan aplikasi ini,positif,bantu aplikasi
Booking service slot is not aligned with offline booking. Seems like they are not ready to go online yet.,negatif,booking service slot is not aligned with offline booking seems like they are not ready to go online yet
Mantapp honda ecare,positif,mantapp honda ecare
Sangat Bermanfaat,positif,manfaat
Sejauh ini cukup baik dengan data history terintegrasi,positif,data history integrasi
Useless,negatif,useless
"Tombol hapus kendaraannya tidak ada confirmation, kalau tidak sengaja ke-tap, kendaraan langsung kehapus",positif,tombol hapus kendara tidak confirmation tidak sengaja tap kendara langsung hapus
"Aplikasinya mantap, pas dateng sesuai dengan schedule yang di tentukan, pelayanan seperti vip, terimakasih honda",positif,aplikasi mantap pas dateng sesuai schedule tentu layan vip terimakasih honda
Aplikasi yang buruk.data kenderaan yang diinput sudah sesuai stnk untuk no rangka dan no mesin malah gk bs ditambahkan.klo aplikasi nya sdh bisa validasi sendiri ngapain srh nasabah input lg no rangka dan mesin.nasabah dah input malah validasi aplikasi diblg salah,negatif,aplikasi buruk data kenderaan diinput sesuai stnk no rangka no mesin tidak bs klo aplikasi nya sdh validasi ngapain srh nasabah input lg no rangka mesin nasabah dah input validasi aplikasi diblg salah
"Apliksasi sukar dipakai, hati² dng data pribadi, aplikasi tampaknya kurang aman",negatif,apliksasi sukar pakai hati dng data pribadi aplikasi kurang aman
Keren ... bisa liat histori service,positif,keren liat histori service
"Aplikasi useless, CS menyarankan booking lewat aplikasi, jadwal penuh semua hanya tersedia hari Minggu. Saya sdh booking hari Minggu, bengkelnya tutup dan ga ada konfrimasi apa-apa. Kalau dealer ga siap dengan aplikasi, better nggak usah sarankan customer pakai app, buang2 waktu customer namanya.",negatif,aplikasi useless cs saran booking aplikasi jadwal penuh sedia minggu sdh booking minggu bengkel tutup tidak konfrimasi dealer tidak aplikasi better tidak saran customer pakai aplikasi buang customer nama
"Mantap, rekomendasi service dan riwayat pekerjaan lengkap... (kalo service resmi). Kalo nga resmi juga kelihatan... berarti ke service tidak resmi.",positif,mantap rekomendasi service riwayat kerja lengkap kalo service resmi kalo nga resmi service tidak resmi
Selalu gagal menambah kendaraan. Periksa kembali nomor mesin/rangka. Nampaknya serial database kendaraan belum diupdate dari pihak Honda HPM.,negatif,gagal tambah kendara periksa nomor mesin rangka nampaknya serial database kendara belum diupdate honda hpm
"Default kolom agamanya ""Katolik"" bikin sentimen ini team IT nya.. Bagus kosongkan saja, apa urusannya service mobil sama agama..",negatif,default kolom agama katolik bikin sentimen team it nya bagus kosong urus service mobil agama
Tdk berhasil memulihan username krn lupa password. Sejak install pertama kali juga gagal akses,negatif,tidak hasil pulih username lupa password install kali gagal akses
Tidak bisa registrasi. Poor development,negatif,tidak registrasi poor development
"Booking service menggunakan aplikasi ini karena ada voucher. Sudah klaim dan booking via app nya, tapi saat klaim voucher tidak bisa. Ditunjukkan saat service jg katanya error gak muncul voucher nya. Jadi merasa ditipu untuk service di honda nya, mengecewakan.",negatif,booking service aplikasi voucher klaim booking via aplikasi nya klaim voucher tidak service error tidak muncul voucher nya tipu service honda nya kecewa
"Poor develeloped apps, unable to book for service so whats the point for this apps",negatif,poor develeloped apps unable to book for service so whats the point for this apps
"Nice, many improve idea next version",positif,nice many improve idea next version
Muncul error saat registrasi,negatif,muncul error registrasi
"Nambah kendaraan gak bisa !!! Suruh cek no mesin dan rangka, padahal udah bener !!! Apa gara2 mobil CBU ??? Gak guna sama sekali ini apps. !",negatif,nambah kendara tidak suruh cek no mesin rangka bener gara mobil cbu tidak apps
Daftarkan kendaraan diminta cek nomor rangka dan mesin kembali terus. Padahal sudah 3 orang bantu pastikan betul. Tetap aja diminta cek ulang nomor rangka dan mesin. Apa gara mobil saya yg daerah FTZ??,negatif,daftar kendara cek nomor rangka mesin orang bantu pasti cek ulang nomor rangka mesin gara mobil yg daerah ftz
"baru download, dibuka aja g bisa",negatif,download buka
app error tdk bisa dibuka ????,negatif,aplikasi error tidak buka
Habis update terakhir malah tidak bisa dibuka appsnya,positif,habis update tidak buka appsnya
Force close ketika booking,negatif,force close booking
Helpful app to do booking service at dealer.,positif,helpful aplikasi to do booking service at dealer
"Tidak bisa booking servis. Sudaj mengisi semua data, klik simpan tapi balik ke menu utama.",negatif,tidak booking servis sudaj isi data klik simpan menu utama
"Kode aktivasi ngga masuk ke email, walau sdh berkali"" di klik ulang",negatif,kode aktivasi tidak masuk email sdh kali klik ulang
Minta kode AKTIVASI tdk prnah dikirim. Folder spam & inbox kosong. Gimana mau login. 😪 Semoga honda segera hire ahli IT yg baru.,negatif,kode aktivasi tidak prnah kirim folder spam inbox kosong gimana login moga honda hire ahli it yg
Manntappp,positif,manntap
Akhirnya di konfirmasi,positif,konfirmasi
Aplikasi kolot,negatif,aplikasi kolot
Login tidak bisa karena alamat e-mail tidak valid Daftar dg alamat email yg sama tidak bisa karena katanya sudah digunakan Ganti pasword tidak bisa diproses karena tidak ada tombol lanjut setelah menginput alamat email,negatif,login tidak alamat mail tidak valid daftar dg alamat email yg tidak ganti pasword tidak proses tidak tombol menginput alamat email
"With or without this app, Honda still number one to buy. Because they care.",positif,with or without this aplikasi honda still number one to buy because they care
"Saya booking service di Honda Tugu Yogya, sudah bbrapa jam gak di konfirm Min. Dah hampir jam nya",positif,booking service honda tugu yogya bbrapa jam tidak konfirm min dah jam nya
Kata dealer aplikasi sampah. Voucher tak berguna.,negatif,dealer aplikasi sampah voucher guna
"Apps sekelas honda, nambahin data mobil aja gak bisa bisa.. uninstall deh. Dear Honda HQ, please review your apps-vendor and team.",negatif,apps kelas honda nambahin data mobil tidak uninstall deh dear honda hq please review your apps vendor and team
Ga bisa update tambah kendaraan. Udah klik simpan ga bisa. Tampilan voucher kosong sama sekali pdhl saya mau ganti recall fuel pump,negatif,tidak update kendara klik simpan tidak tampil voucher kosong pdhl ganti recall fuel pump
"Tidak Bisa Menambahkan kendaraan, otomatis tidak bisa booking service.. aplikasi jadi tidak bisa digunakan.. honda kenapa tidak sync data di bengkel dan di apps, tiap ganti bengkel selalu daftar lagi.. kalah sama sebelah",negatif,tidak kendara otomatis tidak booking service aplikasi tidak honda tidak sync data bengkel apps ganti bengkel daftar kalah belah
"Baru juga install, registrasi..kode aktivasinya ga masuk2. Uninstall ajah",negatif,install registrasi kode aktivasinya tidak masuk uninstall ajah
Masa Kendaraan CBU tidak ada dalam daftar. Payah,negatif,kendara cbu tidak daftar payah
"So far ga ada masalah, mungkin bisa ditambah informasi mengenai histori perawatan kendaraan supaya customer bisa recheck apakah kendaraan udah saatnya perawatan",positif,so far tidak tambah informasi histori awat kendara customer recheck kendara awat
App yang sangat tidak berfungsi dan sangat tidak berguna,negatif,aplikasi tidak fungsi tidak guna
Baru sekali booking kemudian tidak jadi datang. Setelah itu tidak bisa booking lagi dengan alasan kendaraan ini sudah digunakan untuk booking dengan kode xxx.,negatif,booking tidak tidak booking alas kendara booking kode
Bangke lah aplikasi kalian. Kalian batalkan konfirmasi booking service saya saat tengah malam. Aplikasi tak guna. Menuh-menuhin handphone aja,negatif,bangke aplikasi batal konfirmasi booking service malam aplikasi menuh menuhin handphone
"Tidak bisa complain Pada apliskasi, saya booking dan voucher pergantian fuel pump yg tidak di pakai saat service tetap hilang terpakai",negatif,tidak complain apliskasi booking voucher ganti fuel pump yg tidak pakai service hilang pakai
"Kenapa cari lokasi dealer harus pakai map? Ini world map pula, siapa yg mau servis di Africa? Kenapa nggak pakai drop down list? Nggak user friendly.",negatif,cari lokasi dealer pakai map world map yg servis africa tidak pakai drop down list tidak user friendly
Not helping customer,negatif,not helping customer
Request lupa password tidak bisa. Sudah masukan email yang terdaftar dan benar. Email untuk reset passwordnya tidak pernah sampai,negatif,request lupa password tidak masuk email daftar email reset passwordnya tidak
"Wasting my time playing around with this app. Submitted booking service appointment, waiting for confirmation forever. Wont use this anymore.",negatif,wasting my time playing around with this aplikasi submitted booking service appointment waiting for confirmation forever wont use this anymore
sama sekali tidak bisa membantu pengecekan riwayat perawatan,negatif,tidak bantu kece riwayat awat
"Unable to see service record history in Honda e-Care app, need to benchmark Hyundai, I can see my Hyundai car service history, I think Honda is too secretive 😅",negatif,unable to see service record history in honda care aplikasi need to benchmark hyundai can see my hyundai car service history think honda is too secretive
"Tidak bisa nambah kendaraan, pas awal registrasi juga tidak dimintain isi nomor rangka dan mesin, mau booking ga bisa karna lom isi nomor tsb",negatif,tidak nambah kendara pas registrasi tidak dimintain isi nomor rangka mesin booking tidak lom isi nomor tsb
Tidak bisa booking Kendaraan sudah terdaftar tapi tidak bisa pilih. Sudah 6bulan masi ngaco. Feb 2021 App bodong Booking tetap manual.,negatif,tidak booking kendara daftar tidak pilih mas ngaco feb aplikasi bodong booking manual
"Useless apps, i need service histories of my car, I don't need to see my car number detail on that app.",negatif,useless apps need service histories of my car don need to see my car number detail on that aplikasi
"Aplikasi sampah, register aja gak bisa hahaha",negatif,aplikasi sampah register tidak hahaha
"Sudah mendingan dibanding versi sebelumnya, namun belum dipakai untuk booking",positif,mending banding versi belum pakai booking
"Aplikasi setengah jadi, bugs...",negatif,aplikasi bugs
Gak ada record service nya ya ? Seperti merk tetangga ada menu record service or penggantian part yg telah dilakukan,negatif,tidak record service nya ya merk tetangga menu record service or ganti part yg
"daftar mobil sendiri berulang kali kaga berhasil, sampai hapal nomor rangka dan nomor mesin luar kepala. Aplikasi lambat , SQA harus bener2 proven sebelum release ke public. sangat mengecewakan",negatif,daftar mobil ulang kali kaga hasil hapal nomor rangka nomor mesin kepala aplikasi lambat sqa bener proven release public kecewa
"Booking service lewat aplikasi jadwalnya tidak sesuai dengan jadwal dealer, di aplikasi jadwal tersedia tetapi belum tentu di delaer tersedia, proses konfirmasinya belum otomatis, booking online disini sifatnya hanya memberikan pesan ke dealer untuk jadwal booking, untuk kepastian jadwalnya dealer yang tentukan, bukan aplikasi ini, jadi menurut saya buang waktu untuk melakukan booking service lewat aplikasi.",negatif,booking service aplikasi jadwal tidak sesuai jadwal dealer aplikasi jadwal sedia belum delaer sedia proses konfirmasi belum otomatis booking online sifat pesan dealer jadwal booking pasti jadwal dealer tentu bukan aplikasi buang booking service aplikasi
Saya sdh booking dan dtg servis sesuai dg booking. Bbrp hari kemudian muncul notifikasi bookingan anda dibatalkan. Berarti ga sinkron donk aplikasi dan dealernya. Aplikasi ga guna percuma ada di playstore,negatif,sdh booking dtg servis sesuai dg booking bbrp muncul notifikasi bookingan batal tidak sinkron donk aplikasi dealernya aplikasi tidak playstore
Usefull...and helpfull..,positif,usefull and helpfull
Booking service confirmation respond too slow..,negatif,booking service confirmation respond too slow
Easy to used👍,positif,easy to used
Agak gk berguna appnya. Mau add mobil buat booking service aja gk bisa,negatif,tidak guna appnya add mobil booking service tidak
"This application is so much bugs, couldnt use this app",negatif,this application is so much bugs couldnt use this aplikasi
"Baru mau bikin akun. Udah nge crash, buka lagi, crash lagi. Udah pernah di beta test atau belum sih?",negatif,bikin akun nge crash buka crash beta test belum sih
the app is keep stoping and close,negatif,the aplikasi is keep stoping and close
Kenapa di bagian kewarganegaraan harus ada Pilihan Warga Negara Keturunan ya? Aplikasi sampah!!!,negatif,kewarganegaraan pilih warga negara turun ya aplikasi sampah
Booking jadi gampang ya,positif,booking gampang ya
"Sangat memudahkan untuk booking online untuk service, dan konfirmasi dealer sangat cepat",positif,mudah booking online service konfirmasi dealer cepat
Pilihan paket service ga sesuai saat ke dealer. Harganya lebih mahal.. ternyata cm bahasa marketing mulai dari.... selisih harganya jauh bgt..,negatif,pilih paket service tidak sesuai dealer harga mahal cm bahasa marketing selisih harga banget
User friendly and great app,positif,user friendly and great aplikasi
Mantep nih booking jd gampang dan ada pilihan waktunya 👍,positif,mantep nih booking jd gampang pilih
Good Apps,positif,good apps
Update profil tidak bisa save,negatif,update profil tidak save
I'm booking in Padang by pass. Not give good service. He suggested to booking by phone. Delete application or give more training to them,negatif,booking in padang by pass not give good service he suggested to booking by phone delete application or give more training to them
"I booked service on 18/08/20 at 07:30, but until 09:00 the bookint status still ""Tunggu konfirmasi"".Then, I called the workshop 3 times but no one answered. At around 10:15, I called the workshop again, and the officer who received my call said there's no booking on behalf of me. So, I have to make a new booking vis her for the service on the other day. Very disappointed. If you can't give the service via your app, please take the app down from tge Google Store.",negatif,booked service on at but until the bookint status still tunggu konfirmasi then called the workshop times but no one answered at around called the workshop again and the officer who received my call said there no booking on behalf of me so have to make new booking vis her for the service on the other day very disappointed if you can give the service via your aplikasi please take the aplikasi down from tge google store
Setiap mau booking service harus masukan nomor rangka dan nomor mesin mobil yang sama,negatif,booking service masuk nomor rangka nomor mesin mobil
Server nya lemot.,negatif,server nya lot
"Seharusnya setiap field (picklist atau bukan) defaultnya blank dulu, bukan otomatis ngisi. Hal ini kalau user tdk melakukan update jd data yg salah (data sampah)",negatif,field picklist bukan defaultnya blank bukan otomatis ngisi user tidak update jd data yg salah data sampah
Minta customer install. Tapi tidak bisa dipakai.,negatif,customer install tidak pakai
Parah sekali,negatif,parah
Aplikasinya belum siap ya. Booking service smua ga bisa. Uninstall saja deh.,negatif,aplikasi belum ya booking service smua tidak uninstall deh
Buat booking dan mantau lebih enak. membantu,positif,booking mantau enak bantu
App tidak bisa diaktivasi,negatif,aplikasi tidak diaktivasi
Saya tidak bisa registrasi karena tidal terdaftar? Mhn arahannya,negatif,tidak registrasi tidal daftar mhn arah
Mau booking service semua tidak tersedia,negatif,booking service tidak sedia
Aplikasi ini terlalu banyak meminta izin permission sementara itu aplikasi ini tidak mendeklarasikan syarat dan ketentuan dan kebijakan privasi. Padahal waktu register diminta mencontreng persetujuan syarat dan ketentuan dan kebijakan privasi. Uninstal !!!!!!!!,negatif,aplikasi izin permission aplikasi tidak deklarasi syarat tentu bijak privasi register mencontreng tuju syarat tentu bijak privasi uninstal
Sekelas Honda aplikasi mobile sangat jelek dibandingkan kompetitor. Mungkin yg bikin anak magang di HPM,negatif,kelas honda aplikasi mobile jelek banding kompetitor yg bikin anak magang hpm
"Perlu banyak perbaikan, integrasi dengan semua bengkel honda. Masak iya, sudah klik disini, masih harus telpon juga.",negatif,baik integrasi bengkel honda masak iya klik telpon
Lambat,positif,lambat
"Kejadian hari ini tgl 29 feb 2020 di Honda Soekarno Hatta Pekanbaru, sudah 1 minggu sebelum nya di booking, eh pas hari H nya di bilang staff adm service tidak terdaftar 🤐 ..... not recomended to install",negatif,jadi tgl feb honda soekarno hatta pekanbaru minggu nya booking eh pas nya bilang staff adm service tidak daftar not recomended to install
I do not want this apps to get many access to my cellphone.,negatif,do not want this apps to get many access to my cellphone
"I wish when else gave negative feedback, they will improve the app, unfortunately not yet... book service via app, waiting for confirmation until the next day, then I called, informed it was full...and when called to call centre, they said better via telp or WA...",negatif,wish when else gave negative feedback they will improve the aplikasi unfortunately not yet book service via aplikasi waiting for confirmation until the next day then called informed it was full and when called to call centre they said better via telp or wa
Error,negatif,error
"Mo registrasi aja gagal,, mobil tidak terdaftar,, gmn mo pake... Hadeeehhh",negatif,mo registrasi gagal mobil tidak daftar gmn mo pake hadeh
Isi data kenapa berbau rasis yah? WNI WNI KETURUNAN (CHINESE) WNI KETURUNAN (LAINNYA) WNI KETURUNAN (INDIA) WNA,negatif,isi data bau ras yah wni wni turun chinese wni turun wni turun india wna
Selalu gagal untuk registrasi,negatif,gagal registrasi
