user;tanggal;score;content;;
Agus Sugiyanto;01/08/2020;1;Yth. Pengelola Honda e-Care, kenapa selalu terjadi eror ketika saya mau daftar di aplikasi ini?;;
Muhamad Dede Sa'dullah Almubarak;31/07/2020;1;Gak bisa search lokasi dealer...;;
Rian kusuma Akbar;29/07/2020;5;Aplikasi yg bagus kita bisa lihat kapasitas di dealer;;
Hidayat Rahmad;28/07/2020;1;Gimana mau booking pilih jam nya aja gak bisa, aplikasi tidak membantu sama sekali;;
Pengguna Google;28/07/2020;4;Bagus;;
Mulki Siswanto;28/07/2020;2;Aplikasi ngga bisa dipakai... ngga niat amat bikin pelayanan konsumen 👎;;
syandana channel;20/07/2020;1;Buat booking servis tidak bisa aplikasi apaan ini buat emosi aja;;
Aif Ariefin;19/07/2020;1;Pelayanan Honda payah banget masa kendaraan anda belum terdaptar.;;
Erfan Arsy;19/07/2020;1;2 exceptions occurred.. Ko gini terus . Tidak di beri tau hal apa yang di tolak biar bisa di perbaiki .. Tiba2 aplikasi tidak bisa di gunakan . Padahal blom pernah di gunakan untuk booking . Seharus nya klo ada hal yang tidak di setujui di beri tahu liat pemberitahuan. Atau email.;;
Agus Untoro1;18/07/2020;1;Jelek..udah daftar isian sdh lengkap tp gak bisa2 jg;;
Arifinara Wibowo;17/07/2020;5;Semoga lebih mudah;;
Ahmad Surgahadi;16/07/2020;1;Tidak bisa registrasi, kendaraan tidak terdaftar;;
Ibni Maulia priantono;16/07/2020;1;Tidak bisa registrasi ,kendaraan tidak terdaftar alias tidak di ketemukan;;
Supriyadi Djami;16/07/2020;1;Dicoba dulu, kalo dpt membantu baru ditambah bintangnya;;
Anton alhakim;11/07/2020;5;Ok;;
Kang Sandra Yudistira;29/06/2020;1;Kendaraan Anda Belum Ditemukan Padahal Sudah 5 Tahun Saya Pakai;;
دني جونيار;17/06/2020;1;Coba instal aplikasi ini. Kalo jelek uninstal lagi.;;
Andreas Budiono;15/06/2020;5;👍🏻 good;;
MUHAJIRIN;28/05/2020;5;Sangat membantu;;
Noris Hidayat;13/05/2020;1;Aplikasi bisa diintal tp registerasi gagal terus padahal sedah menhikuti arahan;;
achmad joni afriyanto;04/05/2020;5;Mantap tap 👍🤝;;
Pengguna Google;21/04/2020;5;top;;
Pengguna Google;16/04/2020;5;Cepat bgt..bgus;;
Pengguna Google;06/03/2020;1;Bengkel resmi honda kualitasnya SANGAT JELEK, bahkan di bengkel BINTANG CIMONE kemungkinan ada indikasi PENIPUAN. Saya dijanjikan untuk pengecatan ulang ternyata hanya dipoles. Dan saya mengalami kerugian bertambahnya kilometer mobil, pdhal diawal sy blg tidak mau mobilnya dibawa, sy minta bagian yg bermasalah dicopot. Dan tindakan dari DIREKTUR nya bernama PETER dan KA BENG nya sangat tidak terpuji dengan membentak2 saya dan dalam posisi ingin memukul saya! HONDA PAYAH JELEK MENGECEWAKAN !!!!!;;
Pengguna Google;01/03/2020;1;Cukup membantu untuk booking..tqoi mohon di tambah lagi fitur nya guna memantau perbaikan mobil untuk mengerahui progress perbaikan karena kebetulan mobil kami 10 hari repair body di sana..( dealer honda );;
Pengguna Google;03/02/2020;5;First to try;;
Pengguna Google;28/01/2020;1;APLIKASI GEJE mau mendaftar ko ga bs 👎;;
Pengguna Google;13/01/2020;1;Udah di install.. registrasi tp ga bisa, keterangan motor tidak ditemukan, padahal dah ngisi sesuai stnk.. Parah;;
Pengguna Google;06/01/2020;1;Knpa ga slalu berhasil setiap sy registrasi alasnnya nomor kendaraan blum terdaftar;;
Pengguna Google;02/01/2020;1;Ternyata hanya untuk sekedar pesan servis. Sy kira ada Info2 tentang berkendara. Aplikasi unfaedah;;
Pengguna Google;25/12/2019;1;Aplikasi apa ini, di download tidak bisa, belum di gunakan aja sudah bikin susah apalagi pas di pelayanan nya;;
Pengguna Google;22/12/2019;1;Mau registrasi saja tidak bisa katanya tidak terkoneksi internet padahal wifi lancar jaya. Mohon diperbaiki. Terimakasih.;;
Pengguna Google;17/12/2019;1;Ga bisa registrasi, payah;;
Pengguna Google;16/12/2019;1;"Ga bisa booking service, padahal tanggal dan jam yg dipilih tersedia, dealer pun juga tersedia. Tapi tetep ga bisa pesan. Lah kemarin"" disarankan buat booking lewat aplikasi. Ini malah ga bisa. Piye ya.";;
Pengguna Google;09/12/2019;1;Aplikasi Trial Error.. mobil tidak terdaftar.. input data salah terus.. Parah.. bikin malu honda saja..;;
Pengguna Google;07/12/2019;1;Tidak bisa mendaftar bilang eror terus padahal mobilku baru. Mau boking service susah. Capedeh...........;;
Pengguna Google;29/11/2019;1;Kenapa kok pada saat pilih menu....misal booking service lama banget loading nya....dan akhirnya gagal;;
Pengguna Google;23/11/2019;5;Ok;;
Pengguna Google;21/11/2019;1;Tdk bisa registrasi;;
Pengguna Google;11/11/2019;1;Tidak bisa aktivasi, tolong bantu...;;
Pengguna Google;16/10/2019;2;Kenapa registrasi pengguna baru sdh di masukan nomor rangka nomor mesin tdk bisa juga masuk ada yg bisa jelaskan;;
Pengguna Google;21/09/2019;1;Saya registrasi kok nggak bisa ya...pesanya kendaraan anda blm terdaftar;;
Pengguna Google;27/08/2019;1;Booking service untuk area Kab. Semarang (Honda semarang s/d honda salatiga) pinggir tidak ada yang bisa semua, percuma ada menu booking service;;
Pengguna Google;26/07/2019;1;ngga bisa registrasi...hueheuuhueehheee;;
Pengguna Google;26/07/2019;2;entar kalau bagus jadi bintang 5;;
Pengguna Google;24/07/2019;5;"tidak dapat melakukan aktifasi profil sehingga tidak dapat melakukan booking service, setiap dimasukkan kodenya selalu gagal, tapi ketika meminta untuk mengirim kembali kode, kode tidak terkirim malah muncul pop up dr aplikasi mengatakan ""selamat, akun anda telah aktif"" tapi masih tidak dapat melakukan booking service. kacau, harap diperbaiki";;
Pengguna Google;19/07/2019;3;poin pertama, baiknya segala historical perbaikan di beres tercatat pada app. poin ke dua, baiknya disiapkan katalog sparepart agar cstmr dapat memesan part yg di perlukan jika terjadi kerusaka. di luar beres.;;
Pengguna Google;19/07/2019;5;good;;
Pengguna Google;17/07/2019;5;mannnnnntaaaaaap;;
Pengguna Google;08/07/2019;3;bagusss;;
Pengguna Google;07/07/2019;2;mantap;;
Pengguna Google;30/06/2019;1;Gua kecewa sm sales. 1 Dari DP 19 juta lebih tiba2 keluar PO DP 27 juta tanpa ada konfirmasi sm gua.2 perjanjian stnk keluar baru cicilan jalan.malah mobil blm kasih unit ke gua sm stnk malah sdh berjalan cicilan.gua ngomong baik2 sm salesnya.sales lebih galak sm gua .keluar uang gua bukan sales.sales kayak tai.bilang stnk keluar 14 hari kerja.sabtu sm minggu tuh gua tau nggak di hitung.gua mau tau sj stnk pasti keluar 14 hari kerja apa nggak.kalo nggak gua masukin ke sosial biar orang tau;;
Pengguna Google;18/06/2019;1;udah masukin noka nosin masa kendaraan blom terdaftar .. aplikasi aneh;;
Pengguna Google;10/06/2019;5;ok;;
Pengguna Google;08/06/2019;5;Boking jadi lebih mudah via online;;
Pengguna Google;29/05/2019;2;ko tidak bisa daftar.pdahal saya sudah masukin semua dengan benar???;;
Pengguna Google;27/05/2019;2;booking service gagal terus, padahal tertulisnya tersedia. tapi suruh rescedule terus;;
Pengguna Google;15/05/2019;5;ook;;
Pengguna Google;06/05/2019;1;untuk aktivasi nya tidak pernah kode terkirim ke email saya;;
Pengguna Google;28/04/2019;1;"tidak bisa login fail terus, pesannya ""Proses terlalu lama silahkan coba lagi""";;
Pengguna Google;26/04/2019;4;ok;;
Pengguna Google;24/04/2019;5;sangat membantu waktu service;;
Pengguna Google;24/04/2019;5;mantthuull;;
Pengguna Google;13/04/2019;5;good job thanks😁😇😎;;
Pengguna Google;12/04/2019;4;utk aplikasi sebenarnya sudah membantu karena ada info lokasi dealer atau bengkel resminya, nah kedepannya harapan saya history service kendaraanya jadi fitur di dalamnya. jadi kalau mau service bisa kebaca kapan nih waktunya service (reminder) dan apa saja yg sudah di service pd waktu sebelum sebelumnya termasuk biaya atau harganya. bagus lagi didalam apps tsb ada pricelist sparepartnya. cuman saran sih :);;
Pengguna Google;11/04/2019;5;mantul nih,,, gk perlu antri lama, gk perlu repot cari bengkel buat service. honda is the best.;;
Pengguna Google;11/04/2019;5;sangat membantu pengguna mobil honda untuk mencari dealer sejabodetabek;;
Pengguna Google;09/04/2019;5;Good;;
Pengguna Google;09/04/2019;5;Dealer jadi mudah mengatur shedule service booking sehingga customer tidak antri lama, customer bisa menentukan sendiri jadwal booking service sesuai kebutuhan dan jg customer tidak antri pada saat service di dealer. Online booking menjadikan customer priority.;;
Pengguna Google;05/04/2019;5;bagus;;
Pengguna Google;05/04/2019;5;apknya sangat bagus sekali, tidak ada iklan sama sekali.;;
Pengguna Google;04/04/2019;5;ameziiinnggg;;
Pengguna Google;04/04/2019;5;aplikasi yg menguntungkan bagi customer karena sangat mudah dalam melakukan booking. top 5 bintang ...;;
Pengguna Google;03/04/2019;5;cakep n mantap jadi gampang nga perlu tanya2 gi;;
Pengguna Google;03/04/2019;5;baguss...;;
Pengguna Google;02/04/2019;5;sangat membantu;;
Pengguna Google;01/04/2019;1;Semua field sudah diisi sesuai dokumen. Tapi sistem reply kendaraan belum terdaftar. plus susah diakses.;;
Pengguna Google;01/04/2019;5;ok;;
Pengguna Google;30/03/2019;1;kendaraan tidak terdaftar. jadi tidak bisa masuk. padahal sudah masukan no yg sesuai;;
Pengguna Google;29/03/2019;5;ok;;
Pengguna Google;29/03/2019;5;bagus;;
Pengguna Google;29/03/2019;5;siip;;
Pengguna Google;29/03/2019;5;terus ditingkatkan fiturnya;;
Pengguna Google;28/03/2019;1;ga bisa register;;
Pengguna Google;28/03/2019;5;sangat bagus dan bermanfaat;;
Pengguna Google;28/03/2019;1;ok;;
Pengguna Google;16/02/2019;1;apps ngga jelas, ngga bisa daftar padahal data sudah sesuai tpi katanya kendaraan belum trdaftar. uninstall lah;;
Pengguna Google;15/02/2019;5;ok;;
Pengguna Google;10/02/2019;1;ga bisa daftar mohon d perbaiki;;
Pengguna Google;03/01/2019;5;muantap;;
Pengguna Google;19/12/2018;5;bagus;;
Pengguna Google;28/11/2018;5;Mantap honda;;
Pengguna Google;15/11/2018;1;Payah banget aktivasi berkali kali tetap ga bisa, percuma aplikasi nya belum sempurna. Membingungkan...;;
Pengguna Google;03/11/2018;1;Yang bisa akses cuma yang punya mobil yang lagi nyari mobil ga bisa lihat katalog mobil nya Harus log in pake no rangka sama plat nomor;;
Pengguna Google;22/10/2018;5;sangat membantu;;
Pengguna Google;02/10/2018;1;Aplikasi belum sempurna sudah dilaunch...regristasi aja gak dikenal...payah;;
Pengguna Google;14/09/2018;1;Mo regist keterangan kendaraan tdk terdaftar?? Pdhal udh bner nmor2 kendaraan ssuai stnk. Ga like;;
Pengguna Google;17/08/2018;5;Josht Gandos;;
Pengguna Google;28/07/2018;3;Aplikasi nya ga bisa lgs dibuka, selalu lewat play store, knp ya..;;
Pengguna Google;19/07/2018;5;Mantap;;
Pengguna Google;03/07/2018;3;Bintang 3 dulu, aplikasi nya sudah lebih baik dari yg sebelum nya, hanya ;;
saja belum bisa pilih dealer saat melakukan booking untuk wilayah Padang ;;;;;
"Sumatra barat.""";;;;;
Farrij Odie;10/03/2026;1;"aplikasi tidak berfungsi dengan kendala ""tidak ada jaringan"" padahal koneksi internet baik wifi maupun seluler tidak ada kendala";;
tar toe;20/12/2025;2;satu slot jam booking bisa diisi lebih dari satu mobil...antre2 juga tidak ada bedanya dengan tanpa booking untuk honda bintaro tolong dibenahi;;
zero enternity;13/04/2026;2;app membantu dan mempermudah customer .mau dikasih *7 ga ada, saya kisih ** dulu, app Honde e care loadingnya ngesot;;
Robet Sianturi;31/12/2025;5;Pelayanan sangat baik dan informasi yang di berikan sangat memuaskan;;
zahidi kamaluddin;06/12/2025;5;pelayanan penjelasan cukup jelas , ramah dan menunggu sambil minum kopi.terimakasih.;;
A.Yuly Asriaman (Aman);06/06/2021;2;Booking hanya dibatasi sekitar sebulan, bagusnya sudah support booking 6 bulan kemudian, riwayat service kita tidak ditampilkan, bagus juga disediakan list part yang akan di periksa dan ganti di service berikutnya sera lebih bagus lagi jika disediakan dengan estimation biaya service berkala kendaraan kita, semoga bisa jadi masukan buat pengembang app Honda e-Care, dan terealisasikan.;;
Mardi Burhan;07/11/2020;3;Kasih Bintang 3 sjaa.. Aplikasi cuma membantu Untuk booking saja... Sebaiknya hasil pengecekan detail kendaraan juga bisa ditampilkan...termasuk informasi permasalahan kendaraan yg ditemukan. Masih perlu pengembangan aplikasinya...bukan cuma bisa booking saja...;;
joko sulistomo;05/03/2026;2;tgl 3-3-26 selasa kmrn servis tapi history belum nambah yg baru lemot amad nih aplikasi;;
Ar Wahyu Pradana;30/03/2024;3;Sering crash bg dev keluar2 sendiri, terutama waktu di home page. Ada bug notif juga, semua pesan sudah diklik tp masih ada notif pesan tertinggal. Sudah coba relogin masih sama hasilnya.;;
Zayyid M;15/08/2023;5;Aplikasi masih butuh pengembangan . Pelayanan luar biasa baik, diantar sampai mobil, dijelaskan detail pembayaran, pegawai ramah sekali, waiting room mantap . walaupun saran , di waiting room next smg ada kue2 selain snack. Tingkatkan terus dan pertahankan pelayanan ya;;
Hasanuddin;05/12/2020;2;"No. Polisi, No. Rangka dan No. Mesin sudah diisi dengan benar, tapi waktu diklik SIMPAN selalu muncul pesan ""Kendaraan tidak ditemukan atau belum terdaftar"" Mohon info selanjutnya... Sementara ⭐⭐ dulu... Kalo sudah terdaftar, saya kasih ⭐⭐⭐⭐⭐";;
Deni dwi prasetyo;20/11/2023;1;Bintang 1 karna untuk update pengerjaan mobil yg d service ngk ada.. Apk cuma bisa buat boking doang .. menuh menuhin memory hp doang. Harusnya apk ini bisa untuk pengecekan pengerjaan mobil sudah selesai atau belum di servicenya&total biaya .. Jadi sbg pengguna H-ECARE terbantu dengan adanya info tersebut.;;
Pengguna Google;12/04/2019;4;utk aplikasi sebenarnya sudah membantu karena ada info lokasi dealer atau bengkel resminya, nah kedepannya harapan saya history service kendaraanya jadi fitur di dalamnya. jadi kalau mau service bisa kebaca kapan nih waktunya service (reminder) dan apa saja yg sudah di service pd waktu sebelum sebelumnya termasuk biaya atau harganya. bagus lagi didalam apps tsb ada pricelist sparepartnya. cuman saran sih :);;
Pengguna Google;24/07/2019;5;"tidak dapat melakukan aktifasi profil sehingga tidak dapat melakukan booking service, setiap dimasukkan kodenya selalu gagal, tapi ketika meminta untuk mengirim kembali kode, kode tidak terkirim malah muncul pop up dr aplikasi mengatakan ""selamat, akun anda telah aktif"" tapi masih tidak dapat melakukan booking service. kacau, harap diperbaiki";;
Rizqa Karima;26/10/2021;1;"Sudah berhari-hari coba mendaftar kan kendaraan sesuai dengan yang di STNK selalu jawabannya ""kendaraan tidak ditemukan atau anda belum mendaftar"" padahal jelas2 sudah mendaftar..coba dengan email lain..ternyata sama saja... tolong di perbaiki";;
Zahra nazula;12/01/2023;5;Mohon bantu dong kenapa aplikasinya tidak bisa digunakan. Padahal udah pernah dipakai juga. Tp semuanya hilang. Sudah isi no rangka dll nya. Tp pas masukin email tidak bisa dibuka. Sudah coba registrasi ulang malah sudah terdaftar;;
Johnson Pasaribu;13/07/2021;1;Aplikasi abal2 Dalam aplikasi disuruh milih waktu yg tersedia....tapi dari call center..bilang waktu tdk tersedia dan seenaknya aja merubah waktunya. Seharusnya kalau slot waktu tdk tersedia lagi...maka customer tdk bisa lagi memilih waktu yg dicantumkan dalam aplikasi.;;
Toni Men;05/04/2024;2;hari ini benar2 berasa dirugikan, mau service berkala tapi tiba pas mau bayar, tagihan nya di service tambahan banyak yg kita ga tau, tiba2 ada, sperti, wax body, cleaning glass dan perbersihn ac dll, sampai 2 jutaan, total 5 jutaan, di awal ga di kasi tau, knp bisa di masukin service tambahan sperti itu, padahal mobil sy pakai stiket wrapping full body, apa nya yg mau di wax body dan cleaning glass, mahal lagi, nipu2 halus caranya bgitu, @hondatebet;;
Erfan Arsy;19/07/2020;1;2 exceptions occurred.. Ko gini terus . Tidak di beri tau hal apa yang di tolak biar bisa di perbaiki .. Tiba2 aplikasi tidak bisa di gunakan . Padahal blom pernah di gunakan untuk booking . Seharus nya klo ada hal yang tidak di setujui di beri tahu liat pemberitahuan. Atau email.;;
Tri Agus Tyo;16/10/2020;1;Ini aplikasi buat gemes ingin dibanting, ko bisa ya?? Minta tolong dong Tim Honda, aplikasinya malu-maluin Pemilik Honda, masa aplikasi tidak ada tombol save/ok/no/konfirm, sudah diinput hilang, pilih type ga tau tombol di umpetin dimana, hadeuhhh;;
Risang Ardi Toni P;01/04/2024;2;Aplikasi berhenti di 99% ketika di update, lalu aplikasi di hp tampilan info nya menjadi kosong. Akann kembali klo sudah diperbaiki;;
Hikma Rahmania;20/12/2022;4;ada yang bisa jawab, saya daftar kendaraan baru saat pengisian nomor rangka, muncul pemberitahuan kendaraan sudah didaftarkan akun lain dan muncul dua opsi 1.saya pemilik baru 2. permintaan akses data kepemilik utama. pertanyaannya siapa pemilik utama sedangkan saya beli yang baru?;;
Way Nonong;09/04/2024;1;Sebaiknya tdk usah pakai lampiran KTP, stnk saja cukup, jadi makin susah registrasi nya, padahal dulu sy sdh download dan kendaraan sdh terdaftar...skr malah susah memasukkan daftar kendaraan, tlg dibantu;;
Erlandsyah Fajri;01/02/2023;1;Aplikasi ngaco, udah regist dan isi data lengkap mobil segala macem sampe no KTP dan berhasil regist. Tapi, setelah sehari gak dibuka data regist mobil saya hilang lagi, mesti regist ulang. Kalo punya aplikasi belum siap launching gausah launching, awas aja kalo sampe data saya bocor di pake sama oknum. Saya somasi nih aplikasi.;;
Bozt Maul;02/02/2022;1;Semenjak update Honda e-Care kacau, mulai dari data kendaraan hilang sehingga tidak bisa booking service. Setelah di input kembali, yang keluar harus konfirmasi kepemilikan... Hingga kini belum ada SOLUSI;;
irmy satria;22/06/2022;1;Semakin Ribet. Kemarin bisa cek service record dengan mudah. tanpa isi data diri atau kirim persetujuan ke pemilik sebelum nya. Sekarang harus isi data diri / kirim persetujuan ke pemilik sebelum nya. Bagaimana kalau misal nya calon pembeli mobil bekas tau kalau itu mobil kilometer masih asli dan mobil selalu terawat di honda kalau proses nya ribet. Semoga Di Kembalikan Seperti Kemarin Aplikasi Nya. Thx U;;
Budiman PGL;04/09/2020;1;Sudah berbulan2 coba tetap gak bisa registrasi. Tanya ke bengkel resmi juga tidak bisa membantu. Lebih baik tidak usah mengeluarkan aplikasi tapi tidak siap dan menyusahkan pemilik kendaraan. Seperti hanya ikut2an punya aplikasi, biar dianggap keren dan melek teknologi😠;;
Dedy Lovina;28/06/2023;1;Susah ribet..mw booking service hrs ulang2 isi data,no mesin, no rangka,isi profile Lg..udh sejam muter2 aja...d buat simple dong..kan mw booking bukan mw beli..masukin plat,jam booking aja cukup kali ya..ga PK ribet..mohon d rubah syatemnta ya..tnx;;
Usman Yusup;28/01/2025;2;Aplikasi tidak ada reminder booking, klo lupa ya percuma saja.. harusnya ada reminder dan menu re-schedule.;;
Mahendra Yt;28/12/2023;1;Pengalaman saya ketika membeli paket mini 80rb km, (kesempatan terakhir membeli paket mini krn 90rb km tidak dapat beli lagi) di tgl 16 Des 23 saya tdk dapat datang servis utk ambil 1x servis lagi dan itu hangus. Saya tdk bs karena diluar kota dan sdh telp cs internusa cibinong dan pusat. Tetap tidak bisa. Apakah perusahaan besar sekaku ini? Untuk mempertahankan nasabah loh ini anda tetap kaku terhadap kebijakan anda. Padahal cuma minta kelonggaran sampai 29 Des 23, saya beli loh bkn hutang;;
Yati Rohayati;19/03/2021;1;kode voucher sudah dimasukan saat booking tapi tidak bisa dipakai saat sampai di dealer karena tidak muncul kodenya di aplikasi dan malah menyalahkan hp user. padahal tinggal cek di dashboard atau lngsung saja query databasenya kalau tidak ada dashboard sistemnya!;;
Toto Apriyanto;16/09/2020;1;Aplikasi ini harus bisa mengCek Histori kendaraan, seperti aplikasi Kompetitor.. Dgn menginput NIK dan no. Pol nya. Agar minimal ada remaindernya juga jika lupa schedule service berkala;;
Zie Fauzi;09/11/2023;1;Sekelas HONDA punya aplikasi sampah begini ya, mau daftar susah bener, malah di notif kalau mobil sdh pernah di daftarkan, lah.... baru jg di instal ini aplikasi, baru jg pny mobil merk HONDA, plat nomer jg blm ada sebulan umurnya... ya mobil nya, ya bengkelnya, ya aftersales nya, bahkan smpe aplikasinya jg sampah.. nyesel bner ambil ni mobil.. mobil baru sebulan jg trouble nya udh bejibun...;;
MyCR-V;07/01/2025;3;Sudah bagus, hanya perlu di maksimalkan lagi keterangannya, Contoh Asal mobil dudapatkan dari mana atau tempat pembelian Mobilnya/Motornya, Mutasi dserahnya, atau riwat lengkap terkait Mobil/motor termasuk pindah tangan. Ok Terima Kasih;;
Andre Ferdian;01/07/2025;2;Pelayanan di Gajah Motor Bypass Padang kurang bagus, saya booking via aplikasi jam 08.30 padahal saya sudah standby sebelum jam 08.30 tetapi jam 08.45 baru dilayani, kalau karyawan Customer Service masuk jam 08.30 kenapa terima layanan service sebelum jam 08.30 ada, kan Customer jadi menunggu cukup lama untuk dilayani..;;
Pengguna Google;06/03/2020;1;Bengkel resmi honda kualitasnya SANGAT JELEK, bahkan di bengkel BINTANG CIMONE kemungkinan ada indikasi PENIPUAN. Saya dijanjikan untuk pengecatan ulang ternyata hanya dipoles. Dan saya mengalami kerugian bertambahnya kilometer mobil, pdhal diawal sy blg tidak mau mobilnya dibawa, sy minta bagian yg bermasalah dicopot. Dan tindakan dari DIREKTUR nya bernama PETER dan KA BENG nya sangat tidak terpuji dengan membentak2 saya dan dalam posisi ingin memukul saya! HONDA PAYAH JELEK MENGECEWAKAN !!!!!;;
Merwan Kristian;15/11/2023;5;Keren lebih mudah, untuk jadwal servis tidak menunggu antrian lagi. Saya sudah mencoba sekali, menggunakannya bagus kok tinggal klik boking, waktu dan jamnya. Tinggal ke loket tunjukin boking kita, langsung dilayani tanpa ngambil no antrian lagi. Buat rekan2 yang baru membeli mobil, emang agak lama verifikasinya karena satunya menunggu STNKnya di verifikasi dari aplikasi. Tq ini review saya kalau saya pribadi puas dengan pelayanan aplikasi ini.;;
Pengguna Google;16/12/2019;1;"Ga bisa booking service, padahal tanggal dan jam yg dipilih tersedia, dealer pun juga tersedia. Tapi tetep ga bisa pesan. Lah kemarin"" disarankan buat booking lewat aplikasi. Ini malah ga bisa. Piye ya.";;
Rangga Mahaputra;17/02/2022;1;Ko sayah gak bisa login yaa, padahal sudah pake email cuma disitu keteranganya masukan nomor yang benar, padahal nomor saya sudah benar tapi tetep tidak bisa masuk..;;
Saeful Anwar;24/04/2025;2;harusnya ada marketplcae suku cadang beserta harganya dari mulai bamper serta stir dll biar kami bisa ada rezeki tambahan Takutnya mahal kalo udah tahu harganya kan bagi kaum pas2an sudah bisa mengira-ngira kurang lbh segitu kalo datang ke ahas;;
ADK118 TV;15/05/2022;1;Dulu sempat bisa booking servis, skrg dah ga bisa..data kendaraan hilang, input lgi suruh konfirmasi pemilik, pdhl saya pemilik pertama.. smpe skrg blm bisa ... Mohon solusinya..;;
Boby Permana;23/04/2024;1;Tolong bantuannya, aplikasi honda saya logout sendiri dan login lagi tidak bisa, keterangannya user id dan password salah. Di reset password dengan user id yg sama berhasil diubah, tapi di login dengan password yg sudah diubah keterangannya user id dan password salah. Dicoba berulang2 kali reset password dan login kembali keterangannya masih tetap sama.;;
Gunadi Saputra;28/02/2025;1;harus di perbaiki lagi mau masuk login kata sandi aja susah dan kenapa ada waktu di jatah 5 menit sedang kn kita mau servis mobil aja harus ribet seperti ini,gimana mau bersaing dengan yg lain;;
Wiwit Priyo S;16/03/2024;1;Mau masuk pertama kali, malah baris email-nya nggak bisa di klik..jadinya nggak bisa masuk.. trus gimana ini? Niat mau servis ke beres, nggak jadi akhirnya..;;
Anton Triantoro;04/08/2020;1;Gimana deh, udh milih jam sama hari, tetep aja gabisa booking, katanya proses terlalu lama..kadang2 muncul 2 errors occure;;
Arief Hidayat;29/09/2021;1;Aplikasi sampah !!! Registrasi aja gagal mulu. Udah ngisi surel alamat email dengan benar, trus pas waktu minta kode aktivasi tapi gak ada juga dikirim lewat email! Pecat aja tuh yg bikin aplikasinya!!!;;
Vania Febrianti;08/03/2023;1;Mau daftarin kendaraan aja sulit. Padahal nmr udah bener tapi kagak bisa, di suruh periksa kembali terus. Aneh sama aja gabisa digunain.;;
Ahmad Hyundai Aceh;15/03/2023;5;Buat yg daftarin dn gk bisa. Dia tunggu 2 minggu dulu dri serah Terima unitnguys. Ada namanya surat jalan kalau sdh masuk sistem. Baru data surat jln sementara tersebut dpt di pakai sebagai dta sementara buat daftarkan ke aplikasi e care. Semoga bermanfaat.;;
Jaka Purnadi;10/05/2023;1;Sekelas honda ngeluarin aplikasi ko seperti hanya pelengkap saja, tidak diperhatikan kemudahan dan fiturnya. Mestinya yang menjadi keluhan pelanggan segera di sempurnakan, mendaftarkan kendaraan aja susah jangan sampai pelanggan resah seakan kendaraannya tidak terdaftar di honda nya sendiri. maaf mohon ditingkatkan...;;
Arif Imam Taufik;10/05/2023;4;Kemaren tidak bisa di daftarkan, minta bantuan lewat email akhir nya di bantu, ternyata di sistem tercatat no mesin nya harus di sisipkan garis strip (-) dan pendaftaran berhasil , terimakasih CS honda e-care;;
Pengguna Google;09/04/2019;5;Dealer jadi mudah mengatur shedule service booking sehingga customer tidak antri lama, customer bisa menentukan sendiri jadwal booking service sesuai kebutuhan dan jg customer tidak antri pada saat service di dealer. Online booking menjadikan customer priority.;;
Moch Fauzi;06/03/2025;3;Pada hp saya tab profil, kendaraan dan pesan tidak bisa di klik. Hp:poco x3 pro. Please Fixing a bugs. Thanks;;
Enang Solehudin;16/03/2023;1;Applikasi ini sungguh beban sekali mau daftar z salah terus no rangka..padahal sudah sesuai no di sntk..mungkin ini aplikasi WAJIB DI PERBAIKI ,KALAU ADA MINUS STAR AKU TARO TUH;;
Erik S. M. Hutauruk;09/07/2022;1;Booking service seminggu sebelum jadwal dan sudah dikonfirmasi setuju oleh IDK 2 Medan, sehari sebelum jadwal dicancel tanpa ada solusi. Apa gunanya booking? After sales honda klo udah dibeli mobilnya jd begini, sbelum beli mobil kayanya bagus2 aja.;;
Yandri Gen;07/03/2026;5;Pelayanan dan informasi sangat baik;;
Galih putra;30/01/2026;1;aplikasi tidak berguna, login berulang kali tidak bisa.;;
Randy Kokong;23/10/2020;1;Aplikasi ngak guna, masa mau registrasi aja ngak bisa, tiap kali mau simpan data langsung force close aplikasinya... gimana mau booking service kayak gini 👎👎👎;;
Muhamad Indra;30/12/2025;5;aplikasi ini bagus cepat dan cara menanggapi nya bagus;;
herik Purwanto;01/11/2020;1;Saya kapan hari service diberes honda dengan pilihan paket 3. Saya kecewa karena disitu penggantian oilnya tidak sama dengan apa yang di sampaikan dikolom promosi. Dikolom promosi untuk penggantian oil tercantum kemasan 5liter, dan ternyata sampai di beres diganti pakek oil drum2man. 😑;;
Senyum Sangmentari;17/02/2021;1;Ga bisa login, Api tidak ditemukan. lokasi perkotaan, tolong diperbaiki servernya. Kalo sudah bisa login bintang ya kutambah;;
JK Halim;12/05/2023;1;Sudah beberapa kali Booking via Honda E Care selalu di bilang nya jadwal nya penuh oleh Cust Service HJC Pangjay . Padahal di jadwal nya masih kosong di Honda Ecare, Jadi buat apa booking di aplikasi tapi setelah itu selalu di rubah jadwal nya oleh CS HJC Pangjay. Tolong dong ini dari Pihak manajement di perhatikan lagi kinerja nya. Ada kasus lagi di Honda ECare saya dapat notifikasi utk upgrade software tape Audio tapi di bengkel nya bilang enggak ada yg perlu di upgrade.;;
